anio,mes,dia,hora(utc),altura(mm)
2016,2,15,9,921 
2016,2,15,10,1022 
2016,2,15,11,1131 
2016,2,15,12,1202 
2016,2,15,13,1220 
2016,2,15,14,1174 
2016,2,15,15,1054 
2016,2,15,16,878 
2016,2,15,17,683 
2016,2,15,18,493 
2016,2,15,19,335 
2016,2,15,20,248 
2016,2,15,21,271 
2016,2,15,22,409 
2016,2,15,23,622 
2016,2,16,0,856 
2016,2,16,1,1075 
2016,2,16,2,1256 
2016,2,16,3,1373 
2016,2,16,4,1413 
2016,2,16,5,1383 
2016,2,16,6,1296 
2016,2,16,7,1173 
2016,2,16,8,1045 
2016,2,16,9,955 
2016,2,16,10,932 
2016,2,16,11,968 
2016,2,16,12,1026 
2016,2,16,13,1079 
2016,2,16,14,1113 
2016,2,16,15,1102 
2016,2,16,16,1023 
2016,2,16,17,882 
2016,2,16,18,703 
2016,2,16,19,506 
2016,2,16,20,324 
2016,2,16,21,209 
2016,2,16,22,205 
2016,2,16,23,321 
2016,2,17,0,527 
2016,2,17,1,778 
2016,2,17,2,1041 
2016,2,17,3,1282 
2016,2,17,4,1461 
2016,2,17,5,1547 
2016,2,17,6,1532 
2016,2,17,7,1429 
2016,2,17,8,1264 
2016,2,17,9,1081 
2016,2,17,10,933 
2016,2,17,11,862 
2016,2,17,12,868 
2016,2,17,13,923 
2016,2,17,14,1000 
2016,2,17,15,1073 
2016,2,17,16,1103 
2016,2,17,17,1055 
2016,2,17,18,925 
2016,2,17,19,730 
2016,2,17,20,499 
2016,2,17,21,279 
2016,2,17,22,131 
2016,2,17,23,106 
2016,2,18,0,223 
2016,2,18,1,451 
2016,2,18,2,745 
2016,2,18,3,1063 
2016,2,18,4,1361 
2016,2,18,5,1581 
2016,2,18,6,1677 
2016,2,18,7,1638 
2016,2,18,8,1485 
2016,2,18,9,1260 
2016,2,18,10,1019 
2016,2,18,11,829 
2016,2,18,12,743 
2016,2,18,13,762 
2016,2,18,14,853 
2016,2,18,15,977 
2016,2,18,16,1099 
2016,2,18,17,1163 
2016,2,18,18,1123 
2016,2,18,19,973 
2016,2,18,20,737 
2016,2,18,21,458 
2016,2,18,22,196 
2016,2,18,23,25 
2016,2,19,0,4 
2016,2,19,1,150 
2016,2,19,2,424 
2016,2,19,3,770 
2016,2,19,4,1143 
2016,2,19,5,1481 
2016,2,19,6,1708 
2016,2,19,7,1771 
2016,2,19,8,1672 
2016,2,19,9,1450 
2016,2,19,10,1161 
2016,2,19,11,877 
2016,2,19,12,678 
2016,2,19,13,617 
2016,2,19,14,685 
2016,2,19,15,830 
2016,2,19,16,1009 
2016,2,19,17,1173 
2016,2,19,18,1250 
2016,2,19,19,1190 
2016,2,19,20,995 
2016,2,19,21,706 
2016,2,19,22,380 
2016,2,19,23,91 
2016,2,20,0,-78 
2016,2,20,1,-64 
2016,2,20,2,134 
2016,2,20,3,462 
2016,2,20,4,859 
2016,2,20,5,1270 
2016,2,20,6,1616 
2016,2,20,7,1805 
2016,2,20,8,1798 
2016,2,20,9,1619 
2016,2,20,10,1327 
2016,2,20,11,989 
2016,2,20,12,693 
2016,2,20,13,525 
2016,2,20,14,523 
2016,2,20,15,652 
2016,2,20,16,855 
2016,2,20,17,1082 
2016,2,20,18,1269 
2016,2,20,19,1329 
2016,2,20,20,1223 
2016,2,20,21,972 
2016,2,20,22,635 
2016,2,20,23,280 
2016,2,21,0,-7 
2016,2,21,1,-137 
2016,2,21,2,-63 
2016,2,21,3,194 
2016,2,21,4,570 
2016,2,21,5,1001 
2016,2,21,6,1421 
2016,2,21,7,1728 
2016,2,21,8,1837 
2016,2,21,9,1738 
2016,2,21,10,1480 
2016,2,21,11,1134 
2016,2,21,12,780 
2016,2,21,13,515 
2016,2,21,14,413 
2016,2,21,15,481 
2016,2,21,16,669 
2016,2,21,17,920 
2016,2,21,18,1177 
2016,2,21,19,1354 
2016,2,21,20,1367 
2016,2,21,21,1201 
2016,2,21,22,902 
2016,2,21,23,537 
2016,2,22,0,185 
2016,2,22,1,-61 
2016,2,22,2,-123 
2016,2,22,3,21 
2016,2,22,4,328 
2016,2,22,5,734 
2016,2,22,6,1173 
2016,2,22,7,1556 
2016,2,22,8,1777 
2016,2,22,9,1780 
2016,2,22,10,1589 
2016,2,22,11,1272 
2016,2,22,12,906 
2016,2,22,13,580 
2016,2,22,14,385 
2016,2,22,15,364 
2016,2,22,16,496 
2016,2,22,17,731 
2016,2,22,18,1014 
2016,2,22,19,1269 
2016,2,22,20,1400 
2016,2,22,21,1345 
2016,2,22,22,1125 
2016,2,22,23,800 
2016,2,23,0,438 
2016,2,23,1,127 
2016,2,23,2,-43 
2016,2,23,3,-22 
2016,2,23,4,181 
2016,2,23,5,520 
2016,2,23,6,931 
2016,2,23,7,1337 
2016,2,23,8,1633 
2016,2,23,9,1735 
2016,2,23,10,1629 
2016,2,23,11,1369 
2016,2,23,12,1027 
2016,2,23,13,685 
2016,2,23,14,431 
2016,2,23,15,326 
2016,2,23,16,380 
2016,2,23,17,564 
2016,2,23,18,831 
2016,2,23,19,1118 
2016,2,23,20,1332 
2016,2,23,21,1388 
2016,2,23,22,1267 
2016,2,23,23,1013 
2016,2,24,0,690 
2016,2,24,1,367 
2016,2,24,2,134 
2016,2,24,3,58 
2016,2,24,4,153 
2016,2,24,5,396 
2016,2,24,6,743 
2016,2,24,7,1126 
2016,2,24,8,1451 
2016,2,24,9,1623 
2016,2,24,10,1599 
2016,2,24,11,1407 
2016,2,24,12,1112 
2016,2,24,13,787 
2016,2,24,14,512 
2016,2,24,15,353 
2016,2,24,16,337 
2016,2,24,17,452 
2016,2,24,18,671 
2016,2,24,19,950 
2016,2,24,20,1206 
2016,2,24,21,1347 
2016,2,24,22,1322 
2016,2,24,23,1153 
2016,2,25,0,894 
2016,2,25,1,603 
2016,2,25,2,353 
2016,2,25,3,217 
2016,2,25,4,229 
2016,2,25,5,376 
2016,2,25,6,635 
2016,2,25,7,962 
2016,2,25,8,1276 
2016,2,25,9,1483 
2016,2,25,10,1520 
2016,2,25,11,1391 
2016,2,25,12,1149 
2016,2,25,13,860 
2016,2,25,14,591 
2016,2,25,15,407 
2016,2,25,16,345 
2016,2,25,17,401 
2016,2,25,18,559 
2016,2,25,19,798 
2016,2,25,20,1059 
2016,2,25,21,1252 
2016,2,25,22,1309 
2016,2,25,23,1222 
2016,2,26,0,1035 
2016,2,26,1,800 
2016,2,26,2,568 
2016,2,26,3,408 
2016,2,26,4,365 
2016,2,26,5,441 
2016,2,26,6,614 
2016,2,26,7,863 
2016,2,26,8,1138 
2016,2,26,9,1349 
2016,2,26,10,1423 
2016,2,26,11,1345 
2016,2,26,12,1151 
2016,2,26,13,900 
2016,2,26,14,651 
2016,2,26,15,462 
2016,2,26,16,372 
2016,2,26,17,388 
2016,2,26,18,493 
2016,2,26,19,678 
2016,2,26,20,914 
2016,2,26,21,1130 
2016,2,26,22,1246 
2016,2,26,23,1234 
2016,2,27,0,1118 
2016,2,27,1,944 
2016,2,27,2,755 
2016,2,27,3,599 
2016,2,27,4,525 
2016,2,27,5,552 
2016,2,27,6,659 
2016,2,27,7,831 
2016,2,27,8,1044 
2016,2,27,9,1236 
2016,2,27,10,1330 
2016,2,27,11,1292 
2016,2,27,12,1140 
2016,2,27,13,924 
2016,2,27,14,698 
2016,2,27,15,512 
2016,2,27,16,403 
2016,2,27,17,387 
2016,2,27,18,454 
2016,2,27,19,588 
2016,2,27,20,779 
2016,2,27,21,988 
2016,2,27,22,1145 
2016,2,27,23,1198 
2016,2,28,0,1152 
2016,2,28,1,1041 
2016,2,28,2,904 
2016,2,28,3,775 
2016,2,28,4,691 
2016,2,28,5,681 
2016,2,28,6,740 
2016,2,28,7,849 
2016,2,28,8,994 
2016,2,28,9,1146 
2016,2,28,10,1243 
2016,2,28,11,1237 
2016,2,28,12,1127 
2016,2,28,13,948 
2016,2,28,14,746 
2016,2,28,15,566 
2016,2,28,16,444 
2016,2,28,17,398 
2016,2,28,18,426 
2016,2,28,19,516 
2016,2,28,20,659 
2016,2,28,21,836 
2016,2,28,22,1004 
2016,2,28,23,1110 
2016,2,29,0,1134 
2016,2,29,1,1092 
2016,2,29,2,1013 
2016,2,29,3,925 
2016,2,29,4,855 
2016,2,29,5,823 
2016,2,29,6,840 
2016,2,29,7,897 
2016,2,29,8,981 
2016,2,29,9,1078 
2016,2,29,10,1157 
2016,2,29,11,1172 
2016,2,29,12,1106 
2016,2,29,13,974 
2016,2,29,14,806 
2016,2,29,15,638 
2016,2,29,16,508 
2016,2,29,17,433 
2016,2,29,18,418 
2016,2,29,19,460 
2016,2,29,20,551 
2016,2,29,21,682 
2016,2,29,22,832 
2016,2,29,23,967 
2016,3,1,0,1054 
2016,3,1,1,1087 
2016,3,1,2,1078 
2016,3,1,3,1045 
2016,3,1,4,1005 
2016,3,1,5,974 
2016,3,1,6,959 
2016,3,1,7,967 
2016,3,1,8,993 
2016,3,1,9,1033 
2016,3,1,10,1073 
2016,3,1,11,1091 
2016,3,1,12,1062 
2016,3,1,13,985 
2016,3,1,14,869 
2016,3,1,15,732 
2016,3,1,16,602 
2016,3,1,17,505 
2016,3,1,18,448 
2016,3,1,19,431 
2016,3,1,20,460 
2016,3,1,21,534 
2016,3,1,22,645 
2016,3,1,23,775 
2016,3,2,0,903 
2016,3,2,1,1008 
2016,3,2,2,1082 
2016,3,2,3,1122 
2016,3,2,4,1133 
2016,3,2,5,1124 
2016,3,2,6,1098 
2016,3,2,7,1064 
2016,3,2,8,1032 
2016,3,2,9,1010 
2016,3,2,10,999 
2016,3,2,11,994 
2016,3,2,12,984 
2016,3,2,13,957 
2016,3,2,14,907 
2016,3,2,15,827 
2016,3,2,16,724 
2016,3,2,17,618 
2016,3,2,18,527 
2016,3,2,19,454 
2016,3,2,20,410 
2016,3,2,21,410 
2016,3,2,22,460 
2016,3,2,23,557 
2016,3,3,0,694 
2016,3,3,1,851 
2016,3,3,2,1005 
2016,3,3,3,1134 
2016,3,3,4,1222 
2016,3,3,5,1260 
2016,3,3,6,1248 
2016,3,3,7,1191 
2016,3,3,8,1106 
2016,3,3,9,1017 
2016,3,3,10,942 
2016,3,3,11,894 
2016,3,3,12,878 
2016,3,3,13,885 
2016,3,3,14,898 
2016,3,3,15,893 
2016,3,3,16,852 
2016,3,3,17,769 
2016,3,3,18,660 
2016,3,3,19,541 
2016,3,3,20,425 
2016,3,3,21,336 
2016,3,3,22,302 
2016,3,3,23,337 
2016,3,4,0,448 
2016,3,4,1,626 
2016,3,4,2,842 
2016,3,4,3,1060 
2016,3,4,4,1244 
2016,3,4,5,1362 
2016,3,4,6,1393 
2016,3,4,7,1340 
2016,3,4,8,1220 
2016,3,4,9,1066 
2016,3,4,10,916 
2016,3,4,11,804 
2016,3,4,12,754 
2016,3,4,13,770 
2016,3,4,14,831 
2016,3,4,15,902 
2016,3,4,16,947 
2016,3,4,17,932 
2016,3,4,18,843 
2016,3,4,19,698 
2016,3,4,20,522 
2016,3,4,21,345 
2016,3,4,22,208 
2016,3,4,23,150 
2016,3,5,0,198 
2016,3,5,1,357 
2016,3,5,2,603 
2016,3,5,3,892 
2016,3,5,4,1174 
2016,3,5,5,1398 
2016,3,5,6,1511 
2016,3,5,7,1494 
2016,3,5,8,1365 
2016,3,5,9,1163 
2016,3,5,10,937 
2016,3,5,11,743 
2016,3,5,12,629 
2016,3,5,13,621 
2016,3,5,14,704 
2016,3,5,15,837 
2016,3,5,16,972 
2016,3,5,17,1058 
2016,3,5,18,1046 
2016,3,5,19,919 
2016,3,5,20,709 
2016,3,5,21,461 
2016,3,5,22,220 
2016,3,5,23,46 
2016,3,6,0,-9 
2016,3,6,1,86 
2016,3,6,2,319 
2016,3,6,3,644 
2016,3,6,4,1003 
2016,3,6,5,1334 
2016,3,6,6,1563 
2016,3,6,7,1628 
2016,3,6,8,1525 
2016,3,6,9,1301 
2016,3,6,10,1015 
2016,3,6,11,733 
2016,3,6,12,528 
2016,3,6,13,456 
2016,3,6,14,525 
2016,3,6,15,694 
2016,3,6,16,903 
2016,3,6,17,1096 
2016,3,6,18,1204 
2016,3,6,19,1164 
2016,3,6,20,973 
2016,3,6,21,685 
2016,3,6,22,365 
2016,3,6,23,76 
2016,3,7,0,-110 
2016,3,7,1,-127 
2016,3,7,2,39 
2016,3,7,3,353 
2016,3,7,4,749 
2016,3,7,5,1161 
2016,3,7,6,1509 
2016,3,7,7,1698 
2016,3,7,8,1674 
2016,3,7,9,1464 
2016,3,7,10,1145 
2016,3,7,11,792 
2016,3,7,12,487 
2016,3,7,13,314 
2016,3,7,14,320 
2016,3,7,15,482 
2016,3,7,16,734 
2016,3,7,17,1014 
2016,3,7,18,1250 
2016,3,7,19,1352 
2016,3,7,20,1258 
2016,3,7,21,992 
2016,3,7,22,634 
2016,3,7,23,261 
2016,3,8,0,-49 
2016,3,8,1,-211 
2016,3,8,2,-166 
2016,3,8,3,76 
2016,3,8,4,457 
2016,3,8,5,903 
2016,3,8,6,1336 
2016,3,8,7,1656 
2016,3,8,8,1760 
2016,3,8,9,1622 
2016,3,8,10,1309 
2016,3,8,11,916 
2016,3,8,12,530 
2016,3,8,13,244 
2016,3,8,14,140 
2016,3,8,15,238 
2016,3,8,16,486 
2016,3,8,17,812 
2016,3,8,18,1149 
2016,3,8,19,1402 
2016,3,8,20,1470 
2016,3,8,21,1310 
2016,3,8,22,980 
2016,3,8,23,577 
2016,3,9,0,183 
2016,3,9,1,-112 
2016,3,9,2,-222 
2016,3,9,3,-109 
2016,3,9,4,193 
2016,3,9,5,613 
2016,3,9,6,1076 
2016,3,9,7,1487 
2016,3,9,8,1730 
2016,3,9,9,1720 
2016,3,9,10,1472 
2016,3,9,11,1082 
2016,3,9,12,652 
2016,3,9,13,277 
2016,3,9,14,49 
2016,3,9,15,31 
2016,3,9,16,211 
2016,3,9,17,528 
2016,3,9,18,911 
2016,3,9,19,1279 
2016,3,9,20,1517 
2016,3,9,21,1532 
2016,3,9,22,1316 
2016,3,9,23,953 
2016,3,10,0,540 
2016,3,10,1,164 
2016,3,10,2,-84 
2016,3,10,3,-130 
2016,3,10,4,35 
2016,3,10,5,364 
2016,3,10,6,790 
2016,3,10,7,1229 
2016,3,10,8,1571 
2016,3,10,9,1703 
2016,3,10,10,1578 
2016,3,10,11,1249 
2016,3,10,12,824 
2016,3,10,13,405 
2016,3,10,14,81 
2016,3,10,15,-69 
2016,3,10,16,-9 
2016,3,10,17,231 
2016,3,10,18,595 
2016,3,10,19,1010 
2016,3,10,20,1373 
2016,3,10,21,1569 
2016,3,10,22,1531 
2016,3,10,23,1288 
2016,3,11,0,930 
2016,3,11,1,546 
2016,3,11,2,222 
2016,3,11,3,39 
2016,3,11,4,45 
2016,3,11,5,232 
2016,3,11,6,556 
2016,3,11,7,952 
2016,3,11,8,1323 
2016,3,11,9,1557 
2016,3,11,10,1572 
2016,3,11,11,1361 
2016,3,11,12,998 
2016,3,11,13,588 
2016,3,11,14,221 
2016,3,11,15,-28 
2016,3,11,16,-103 
2016,3,11,17,11 
2016,3,11,18,286 
2016,3,11,19,671 
2016,3,11,20,1082 
2016,3,11,21,1405 
2016,3,11,22,1547 
2016,3,11,23,1480 
2016,3,12,0,1247 
2016,3,12,1,930 
2016,3,12,2,608 
2016,3,12,3,356 
2016,3,12,4,233 
2016,3,12,5,265 
2016,3,12,6,442 
2016,3,12,7,731 
2016,3,12,8,1060 
2016,3,12,9,1328 
2016,3,12,10,1446 
2016,3,12,11,1369 
2016,3,12,12,1120 
2016,3,12,13,773 
2016,3,12,14,418 
2016,3,12,15,127 
2016,3,12,16,-46 
2016,3,12,17,-68 
2016,3,12,18,72 
2016,3,12,19,357 
2016,3,12,20,732 
2016,3,12,21,1102 
2016,3,12,22,1367 
2016,3,12,23,1469 
2016,3,13,0,1404 
2016,3,13,1,1216 
2016,3,13,2,967 
2016,3,13,3,725 
2016,3,13,4,542 
2016,3,13,5,457 
2016,3,13,6,484 
2016,3,13,7,626 
2016,3,13,8,852 
2016,3,13,9,1088 
2016,3,13,10,1243 
2016,3,13,11,1266 
2016,3,13,12,1145 
2016,3,13,13,907 
2016,3,13,14,614 
2016,3,13,15,337 
2016,3,13,16,123 
2016,3,13,17,5 
2016,3,13,18,9 
2016,3,13,19,150 
2016,3,13,20,419 
2016,3,13,21,752 
2016,3,13,22,1060 
2016,3,13,23,1273 
2016,3,14,0,1363 
2016,3,14,1,1334 
2016,3,14,2,1212 
2016,3,14,3,1044 
2016,3,14,4,877 
2016,3,14,5,743 
2016,3,14,6,663 
2016,3,14,7,661 
2016,3,14,8,750 
2016,3,14,9,897 
2016,3,14,10,1031 
2016,3,14,11,1096 
2016,3,14,12,1071 
2016,3,14,13,955 
2016,3,14,14,764 
2016,3,14,15,545 
2016,3,14,16,344 
2016,3,14,17,186 
2016,3,14,18,93 
2016,3,14,19,94 
2016,3,14,20,214 
2016,3,14,21,443 
2016,3,14,22,718 
2016,3,14,23,969 
2016,3,15,0,1157 
2016,3,15,1,1268 
2016,3,15,2,1294 
2016,3,15,3,1246 
2016,3,15,4,1152 
2016,3,15,5,1036 
2016,3,15,6,916 
2016,3,15,7,815 
2016,3,15,8,767 
2016,3,15,9,791 
2016,3,15,10,857 
2016,3,15,11,914 
2016,3,15,12,934 
2016,3,15,13,912 
2016,3,15,14,837 
2016,3,15,15,711 
2016,3,15,16,562 
2016,3,15,17,414 
2016,3,15,18,278 
2016,3,15,19,178 
2016,3,15,20,155 
2016,3,15,21,238 
2016,3,15,22,415 
2016,3,15,23,638 
2016,3,16,0,859 
2016,3,16,1,1057 
2016,3,16,2,1211 
2016,3,16,3,1299 
2016,3,16,4,1315 
2016,3,16,5,1267 
2016,3,16,6,1166 
2016,3,16,7,1027 
2016,3,16,8,884 
2016,3,16,9,782 
2016,3,16,10,745 
2016,3,16,11,754 
2016,3,16,12,778 
2016,3,16,13,806 
2016,3,16,14,825 
2016,3,16,15,808 
2016,3,16,16,743 
2016,3,16,17,641 
2016,3,16,18,510 
2016,3,16,19,362 
2016,3,16,20,231 
2016,3,16,21,168 
2016,3,16,22,207 
2016,3,16,23,344 
2016,3,17,0,543 
2016,3,17,1,770 
2016,3,17,2,1004 
2016,3,17,3,1210 
2016,3,17,4,1350 
2016,3,17,5,1401 
2016,3,17,6,1360 
2016,3,17,7,1235 
2016,3,17,8,1051 
2016,3,17,9,856 
2016,3,17,10,705 
2016,3,17,11,631 
2016,3,17,12,625 
2016,3,17,13,669 
2016,3,17,14,744 
2016,3,17,15,822 
2016,3,17,16,861 
2016,3,17,17,836 
2016,3,17,18,746 
2016,3,17,19,595 
2016,3,17,20,408 
2016,3,17,21,233 
2016,3,17,22,128 
2016,3,17,23,135 
2016,3,18,0,259 
2016,3,18,1,471 
2016,3,18,2,733 
2016,3,18,3,1014 
2016,3,18,4,1264 
2016,3,18,5,1430 
2016,3,18,6,1477 
2016,3,18,7,1401 
2016,3,18,8,1221 
2016,3,18,9,979 
2016,3,18,10,736 
2016,3,18,11,559 
2016,3,18,12,487 
2016,3,18,13,515 
2016,3,18,14,616 
2016,3,18,15,756 
2016,3,18,16,892 
2016,3,18,17,969 
2016,3,18,18,954 
2016,3,18,19,839 
2016,3,18,20,642 
2016,3,18,21,402 
2016,3,18,22,182 
2016,3,18,23,50 
2016,3,19,0,55 
2016,3,19,1,203 
2016,3,19,2,453 
2016,3,19,3,762 
2016,3,19,4,1084 
2016,3,19,5,1356 
2016,3,19,6,1508 
2016,3,19,7,1507 
2016,3,19,8,1365 
2016,3,19,9,1117 
2016,3,19,10,820 
2016,3,19,11,550 
2016,3,19,12,384 
2016,3,19,13,359 
2016,3,19,14,455 
2016,3,19,15,629 
2016,3,19,16,834 
2016,3,19,17,1012 
2016,3,19,18,1098 
2016,3,19,19,1057 
2016,3,19,20,892 
2016,3,19,21,635 
2016,3,19,22,346 
2016,3,19,23,98 
2016,3,20,0,-30 
2016,3,20,1,9 
2016,3,20,2,205 
2016,3,20,3,504 
2016,3,20,4,854 
2016,3,20,5,1196 
2016,3,20,6,1450 
2016,3,20,7,1546 
2016,3,20,8,1467 
2016,3,20,9,1244 
2016,3,20,10,932 
2016,3,20,11,602 
2016,3,20,12,345 
2016,3,20,13,234 
2016,3,20,14,286 
2016,3,20,15,461 
2016,3,20,16,703 
2016,3,20,17,957 
2016,3,20,18,1149 
2016,3,20,19,1209 
2016,3,20,20,1115 
2016,3,20,21,887 
2016,3,20,22,577 
2016,3,20,23,258 
2016,3,21,0,17 
2016,3,21,1,-70 
2016,3,21,2,28 
2016,3,21,3,279 
2016,3,21,4,619 
2016,3,21,5,989 
2016,3,21,6,1316 
2016,3,21,7,1509 
2016,3,21,8,1513 
2016,3,21,9,1341 
2016,3,21,10,1045 
2016,3,21,11,693 
2016,3,21,12,372 
2016,3,21,13,171 
2016,3,21,14,146 
2016,3,21,15,285 
2016,3,21,16,531 
2016,3,21,17,825 
2016,3,21,18,1098 
2016,3,21,19,1267 
2016,3,21,20,1271 
2016,3,21,21,1110 
2016,3,21,22,825 
2016,3,21,23,483 
2016,3,22,0,170 
2016,3,22,1,-25 
2016,3,22,2,-42 
2016,3,22,3,122 
2016,3,22,4,418 
2016,3,22,5,778 
2016,3,22,6,1135 
2016,3,22,7,1402 
2016,3,22,8,1495 
2016,3,22,9,1393 
2016,3,22,10,1137 
2016,3,22,11,794 
2016,3,22,12,444 
2016,3,22,13,179 
2016,3,22,14,71 
2016,3,22,15,141 
2016,3,22,16,355 
2016,3,22,17,654 
2016,3,22,18,973 
2016,3,22,19,1228 
2016,3,22,20,1337 
2016,3,22,21,1267 
2016,3,22,22,1043 
2016,3,22,23,724 
2016,3,23,0,385 
2016,3,23,1,119 
2016,3,23,2,2 
2016,3,23,3,63 
2016,3,23,4,281 
2016,3,23,5,599 
2016,3,23,6,950 
2016,3,23,7,1253 
2016,3,23,8,1417 
2016,3,23,9,1391 
2016,3,23,10,1190 
2016,3,23,11,878 
2016,3,23,12,531 
2016,3,23,13,233 
2016,3,23,14,62 
2016,3,23,15,59 
2016,3,23,16,213 
2016,3,23,17,483 
2016,3,23,18,812 
2016,3,23,19,1120 
2016,3,23,20,1318 
2016,3,23,21,1344 
2016,3,23,22,1200 
2016,3,23,23,935 
2016,3,24,0,612 
2016,3,24,1,316 
2016,3,24,2,130 
2016,3,24,3,102 
2016,3,24,4,230 
2016,3,24,5,479 
2016,3,24,6,794 
2016,3,24,7,1098 
2016,3,24,8,1305 
2016,3,24,9,1343 
2016,3,24,10,1201 
2016,3,24,11,932 
2016,3,24,12,607 
2016,3,24,13,302 
2016,3,24,14,95 
2016,3,24,15,35 
2016,3,24,16,126 
2016,3,24,17,344 
2016,3,24,18,650 
2016,3,24,19,977 
2016,3,24,20,1237 
2016,3,24,21,1349 
2016,3,24,22,1289 
2016,3,24,23,1093 
2016,3,25,0,816 
2016,3,25,1,525 
2016,3,25,2,303 
2016,3,25,3,212 
2016,3,25,4,261 
2016,3,25,5,430 
2016,3,25,6,685 
2016,3,25,7,966 
2016,3,25,8,1187 
2016,3,25,9,1270 
2016,3,25,10,1183 
2016,3,25,11,957 
2016,3,25,12,661 
2016,3,25,13,367 
2016,3,25,14,143 
2016,3,25,15,44 
2016,3,25,16,85 
2016,3,25,17,249 
2016,3,25,18,509 
2016,3,25,19,825 
2016,3,25,20,1118 
2016,3,25,21,1298 
2016,3,25,22,1319 
2016,3,25,23,1195 
2016,3,26,0,976 
2016,3,26,1,719 
2016,3,26,2,491 
2016,3,26,3,357 
2016,3,26,4,348 
2016,3,26,5,448 
2016,3,26,6,632 
2016,3,26,7,866 
2016,3,26,8,1079 
2016,3,26,9,1191 
2016,3,26,10,1151 
2016,3,26,11,969 
2016,3,26,12,703 
2016,3,26,13,425 
2016,3,26,14,197 
2016,3,26,15,69 
2016,3,26,16,69 
2016,3,26,17,186 
2016,3,26,18,397 
2016,3,26,19,677 
2016,3,26,20,973 
2016,3,26,21,1202 
2016,3,26,22,1297 
2016,3,26,23,1247 
2016,3,27,0,1091 
2016,3,27,1,883 
2016,3,27,2,673 
2016,3,27,3,520 
2016,3,27,4,465 
2016,3,27,5,509 
2016,3,27,6,629 
2016,3,27,7,803 
2016,3,27,8,987 
2016,3,27,9,1111 
2016,3,27,10,1112 
2016,3,27,11,978 
2016,3,27,12,747 
2016,3,27,13,487 
2016,3,27,14,260 
2016,3,27,15,112 
2016,3,27,16,73 
2016,3,27,17,144 
2016,3,27,18,307 
2016,3,27,19,540 
2016,3,27,20,812 
2016,3,27,21,1063 
2016,3,27,22,1219 
2016,3,27,23,1246 
2016,3,28,0,1162 
2016,3,28,1,1010 
2016,3,28,2,837 
2016,3,28,3,689 
2016,3,28,4,603 
2016,3,28,5,598 
2016,3,28,6,662 
2016,3,28,7,774 
2016,3,28,8,912 
2016,3,28,9,1027 
2016,3,28,10,1058 
2016,3,28,11,974 
2016,3,28,12,794 
2016,3,28,13,563 
2016,3,28,14,343 
2016,3,28,15,182 
2016,3,28,16,108 
2016,3,28,17,129 
2016,3,28,18,238 
2016,3,28,19,418 
2016,3,28,20,647 
2016,3,28,21,887 
2016,3,28,22,1080 
2016,3,28,23,1179 
2016,3,29,0,1175 
2016,3,29,1,1094 
2016,3,29,2,974 
2016,3,29,3,851 
2016,3,29,4,757 
2016,3,29,5,713 
2016,3,29,6,722 
2016,3,29,7,775 
2016,3,29,8,856 
2016,3,29,9,940 
2016,3,29,10,982 
2016,3,29,11,944 
2016,3,29,12,824 
2016,3,29,13,646 
2016,3,29,14,450 
2016,3,29,15,286 
2016,3,29,16,186 
2016,3,29,17,159 
2016,3,29,18,204 
2016,3,29,19,319 
2016,3,29,20,490 
2016,3,29,21,692 
2016,3,29,22,889 
2016,3,29,23,1037 
2016,3,30,0,1112 
2016,3,30,1,1117 
2016,3,30,2,1068 
2016,3,30,3,993 
2016,3,30,4,915 
2016,3,30,5,853 
2016,3,30,6,814 
2016,3,30,7,805 
2016,3,30,8,824 
2016,3,30,9,859 
2016,3,30,10,887 
2016,3,30,11,876 
2016,3,30,12,814 
2016,3,30,13,707 
2016,3,30,14,567 
2016,3,30,15,422 
2016,3,30,16,309 
2016,3,30,17,245 
2016,3,30,18,229 
2016,3,30,19,265 
2016,3,30,20,359 
2016,3,30,21,501 
2016,3,30,22,667 
2016,3,30,23,830 
2016,3,31,0,964 
2016,3,31,1,1055 
2016,3,31,2,1098 
2016,3,31,3,1096 
2016,3,31,4,1060 
2016,3,31,5,1005 
2016,3,31,6,939 
2016,3,31,7,873 
2016,3,31,8,823 
2016,3,31,9,795 
2016,3,31,10,784 
2016,3,31,11,775 
2016,3,31,12,754 
2016,3,31,13,717 
2016,3,31,14,656 
2016,3,31,15,569 
2016,3,31,16,470 
2016,3,31,17,386 
2016,3,31,18,323 
2016,3,31,19,283 
2016,3,31,20,285 
2016,3,31,21,341 
2016,3,31,22,446 
2016,3,31,23,586 
2016,4,1,0,745 
2016,4,1,1,903 
2016,4,1,2,1040 
2016,4,1,3,1134 
2016,4,1,4,1171 
2016,4,1,5,1153 
2016,4,1,6,1086 
2016,4,1,7,982 
2016,4,1,8,864 
2016,4,1,9,761 
2016,4,1,10,689 
2016,4,1,11,653 
2016,4,1,12,647 
2016,4,1,13,664 
2016,4,1,14,685 
2016,4,1,15,686 
2016,4,1,16,646 
2016,4,1,17,573 
2016,4,1,18,484 
2016,4,1,19,386 
2016,4,1,20,296 
2016,4,1,21,246 
2016,4,1,22,260 
2016,4,1,23,341 
2016,4,2,0,485 
2016,4,2,1,677 
2016,4,2,2,888 
2016,4,2,3,1083 
2016,4,2,4,1220 
2016,4,2,5,1272 
2016,4,2,6,1234 
2016,4,2,7,1118 
2016,4,2,8,950 
2016,4,2,9,768 
