anio,mes,dia,hora(utc),altura(mm)
2016,5,19,13,-95 
2016,5,19,14,1 
2016,5,19,15,250 
2016,5,19,16,587 
2016,5,19,17,941 
2016,5,19,18,1247 
2016,5,19,19,1444 
2016,5,19,20,1486 
2016,5,19,21,1372 
2016,5,19,22,1142 
2016,5,19,23,866 
2016,5,20,0,617 
2016,5,20,1,462 
2016,5,20,2,443 
2016,5,20,3,559 
2016,5,20,4,756 
2016,5,20,5,964 
2016,5,20,6,1125 
2016,5,20,7,1184 
2016,5,20,8,1097 
2016,5,20,9,875 
2016,5,20,10,572 
2016,5,20,11,257 
2016,5,20,12,-2 
2016,5,20,13,-139 
2016,5,20,14,-109 
2016,5,20,15,90 
2016,5,20,16,414 
2016,5,20,17,794 
2016,5,20,18,1158 
2016,5,20,19,1435 
2016,5,20,20,1563 
2016,5,20,21,1517 
2016,5,20,22,1326 
2016,5,20,23,1051 
2016,5,21,0,769 
2016,5,21,1,555 
2016,5,21,2,463 
2016,5,21,3,510 
2016,5,21,4,668 
2016,5,21,5,872 
2016,5,21,6,1058 
2016,5,21,7,1166 
2016,5,21,8,1138 
2016,5,21,9,955 
2016,5,21,10,662 
2016,5,21,11,334 
2016,5,21,12,43 
2016,5,21,13,-147 
2016,5,21,14,-182 
2016,5,21,15,-44 
2016,5,21,16,241 
2016,5,21,17,619 
2016,5,21,18,1019 
2016,5,21,19,1366 
2016,5,21,20,1582 
2016,5,21,21,1618 
2016,5,21,22,1484 
2016,5,21,23,1234 
2016,5,22,0,943 
2016,5,22,1,685 
2016,5,22,2,527 
2016,5,22,3,504 
2016,5,22,4,605 
2016,5,22,5,783 
2016,5,22,6,978 
2016,5,22,7,1125 
2016,5,22,8,1159 
2016,5,22,9,1033 
2016,5,22,10,767 
2016,5,22,11,436 
2016,5,22,12,121 
2016,5,22,13,-115 
2016,5,22,14,-216 
2016,5,22,15,-146 
2016,5,22,16,83 
2016,5,22,17,431 
2016,5,22,18,838 
2016,5,22,19,1234 
2016,5,22,20,1534 
2016,5,22,21,1665 
2016,5,22,22,1607 
2016,5,22,23,1404 
2016,5,23,0,1126 
2016,5,23,1,846 
2016,5,23,2,633 
2016,5,23,3,539 
2016,5,23,4,573 
2016,5,23,5,706 
2016,5,23,6,887 
2016,5,23,7,1056 
2016,5,23,8,1147 
2016,5,23,9,1096 
2016,5,23,10,884 
2016,5,23,11,568 
2016,5,23,12,238 
2016,5,23,13,-33 
2016,5,23,14,-195 
2016,5,23,15,-205 
2016,5,23,16,-48 
2016,5,23,17,247 
2016,5,23,18,630 
2016,5,23,19,1043 
2016,5,23,20,1407 
2016,5,23,21,1636 
2016,5,23,22,1677 
2016,5,23,23,1544 
2016,5,24,0,1303 
2016,5,24,1,1028 
2016,5,24,2,780 
2016,5,24,3,620 
2016,5,24,4,580 
2016,5,24,5,651 
2016,5,24,6,794 
2016,5,24,7,960 
2016,5,24,8,1090 
2016,5,24,9,1115 
2016,5,24,10,988 
2016,5,24,11,722 
2016,5,24,12,399 
2016,5,24,13,106 
2016,5,24,14,-103 
2016,5,24,15,-191 
2016,5,24,16,-126 
2016,5,24,17,91 
2016,5,24,18,420 
2016,5,24,19,813 
2016,5,24,20,1204 
2016,5,24,21,1511 
2016,5,24,22,1661 
2016,5,24,23,1629 
2016,5,25,0,1455 
2016,5,25,1,1211 
2016,5,25,2,959 
2016,5,25,3,753 
2016,5,25,4,637 
2016,5,25,5,630 
2016,5,25,6,713 
2016,5,25,7,849 
2016,5,25,8,989 
2016,5,25,9,1071 
2016,5,25,10,1036 
2016,5,25,11,862 
2016,5,25,12,588 
2016,5,25,13,298 
2016,5,25,14,61 
2016,5,25,15,-86 
2016,5,25,16,-114 
2016,5,25,17,-1 
2016,5,25,18,243 
2016,5,25,19,578 
2016,5,25,20,953 
2016,5,25,21,1298 
2016,5,25,22,1538 
2016,5,25,23,1621 
2016,5,26,0,1549 
2016,5,26,1,1369 
2016,5,26,2,1144 
2016,5,26,3,925 
2016,5,26,4,753 
2016,5,26,5,663 
2016,5,26,6,665 
2016,5,26,7,742 
2016,5,26,8,859 
2016,5,26,9,965 
2016,5,26,10,1004 
2016,5,26,11,936 
2016,5,26,12,757 
2016,5,26,13,516 
2016,5,26,14,282 
2016,5,26,15,104 
2016,5,26,16,6 
2016,5,26,17,14 
2016,5,26,18,145 
2016,5,26,19,387 
2016,5,26,20,700 
2016,5,26,21,1033 
2016,5,26,22,1320 
2016,5,26,23,1501 
2016,5,27,0,1546 
2016,5,27,1,1467 
2016,5,27,2,1304 
2016,5,27,3,1107 
2016,5,27,4,914 
2016,5,27,5,758 
2016,5,27,6,671 
2016,5,27,7,664 
2016,5,27,8,724 
2016,5,27,9,815 
2016,5,27,10,893 
2016,5,27,11,913 
2016,5,27,12,850 
2016,5,27,13,709 
2016,5,27,14,526 
2016,5,27,15,353 
2016,5,27,16,222 
2016,5,27,17,151 
2016,5,27,18,166 
2016,5,27,19,286 
2016,5,27,20,500 
2016,5,27,21,771 
2016,5,27,22,1052 
2016,5,27,23,1286 
2016,5,28,0,1432 
2016,5,28,1,1470 
2016,5,28,2,1404 
2016,5,28,3,1264 
2016,5,28,4,1086 
2016,5,28,5,902 
2016,5,28,6,740 
2016,5,28,7,638 
2016,5,28,8,611 
2016,5,28,9,650 
2016,5,28,10,724 
2016,5,28,11,796 
2016,5,28,12,835 
2016,5,28,13,818 
2016,5,28,14,739 
2016,5,28,15,620 
2016,5,28,16,497 
2016,5,28,17,390 
2016,5,28,18,319 
2016,5,28,19,315 
2016,5,28,20,400 
2016,5,28,21,569 
2016,5,28,22,791 
2016,5,28,23,1024 
2016,5,29,0,1226 
2016,5,29,1,1365 
2016,5,29,2,1415 
2016,5,29,3,1367 
2016,5,29,4,1239 
2016,5,29,5,1060 
2016,5,29,6,860 
2016,5,29,7,674 
2016,5,29,8,545 
2016,5,29,9,498 
2016,5,29,10,528 
2016,5,29,11,609 
2016,5,29,12,713 
2016,5,29,13,808 
2016,5,29,14,861 
2016,5,29,15,851 
2016,5,29,16,786 
2016,5,29,17,690 
2016,5,29,18,580 
2016,5,29,19,482 
2016,5,29,20,437 
2016,5,29,21,473 
2016,5,29,22,591 
2016,5,29,23,771 
2016,5,30,0,978 
2016,5,30,1,1175 
2016,5,30,2,1325 
2016,5,30,3,1390 
2016,5,30,4,1347 
2016,5,30,5,1209 
2016,5,30,6,1004 
2016,5,30,7,766 
2016,5,30,8,544 
2016,5,30,9,390 
2016,5,30,10,335 
2016,5,30,11,380 
2016,5,30,12,506 
2016,5,30,13,678 
2016,5,30,14,853 
2016,5,30,15,982 
2016,5,30,16,1032 
2016,5,30,17,1001 
2016,5,30,18,904 
2016,5,30,19,762 
2016,5,30,20,615 
2016,5,30,21,514 
2016,5,30,22,499 
2016,5,30,23,577 
2016,5,31,0,738 
2016,5,31,1,945 
2016,5,31,2,1156 
2016,5,31,3,1320 
2016,5,31,4,1388 
2016,5,31,5,1329 
2016,5,31,6,1154 
2016,5,31,7,899 
2016,5,31,8,610 
2016,5,31,9,351 
2016,5,31,10,183 
2016,5,31,11,145 
2016,5,31,12,243 
2016,5,31,13,448 
2016,5,31,14,711 
2016,5,31,15,972 
2016,5,31,16,1170 
2016,5,31,17,1262 
2016,5,31,18,1235 
2016,5,31,19,1106 
2016,5,31,20,908 
2016,5,31,21,699 
2016,5,31,22,543 
2016,5,31,23,486 
2016,6,1,0,549 
2016,6,1,1,715 
2016,6,1,2,942 
2016,6,1,3,1172 
2016,6,1,4,1344 
2016,6,1,5,1397 
2016,6,1,6,1299 
2016,6,1,7,1064 
2016,6,1,8,744 
2016,6,1,9,403 
2016,6,1,10,118 
2016,6,1,11,-41 
2016,6,1,12,-30 
2016,6,1,13,150 
2016,6,1,14,454 
2016,6,1,15,810 
2016,6,1,16,1148 
2016,6,1,17,1397 
2016,6,1,18,1503 
2016,6,1,19,1450 
2016,6,1,20,1263 
2016,6,1,21,997 
2016,6,1,22,727 
2016,6,1,23,527 
2016,6,2,0,453 
2016,6,2,1,528 
2016,6,2,2,724 
2016,6,2,3,975 
2016,6,2,4,1216 
2016,6,2,5,1380 
2016,6,2,6,1398 
2016,6,2,7,1236 
2016,6,2,8,926 
2016,6,2,9,541 
2016,6,2,10,162 
2016,6,2,11,-126 
2016,6,2,12,-246 
2016,6,2,13,-157 
2016,6,2,14,123 
2016,6,2,15,522 
2016,6,2,16,959 
2016,6,2,17,1356 
2016,6,2,18,1633 
2016,6,2,19,1723 
2016,6,2,20,1616 
2016,6,2,21,1359 
2016,6,2,22,1029 
2016,6,2,23,713 
2016,6,3,0,493 
2016,6,3,1,429 
2016,6,3,2,536 
2016,6,3,3,762 
2016,6,3,4,1030 
2016,6,3,5,1271 
2016,6,3,6,1412 
2016,6,3,7,1375 
2016,6,3,8,1137 
2016,6,3,9,755 
2016,6,3,10,322 
2016,6,3,11,-71 
2016,6,3,12,-333 
2016,6,3,13,-388 
2016,6,3,14,-208 
2016,6,3,15,163 
2016,6,3,16,639 
2016,6,3,17,1135 
2016,6,3,18,1566 
2016,6,3,19,1838 
2016,6,3,20,1881 
2016,6,3,21,1706 
2016,6,3,22,1385 
2016,6,3,23,1011 
2016,6,4,0,675 
2016,6,4,1,462 
2016,6,4,2,431 
2016,6,4,3,573 
2016,6,4,4,819 
2016,6,4,5,1091 
2016,6,4,6,1320 
2016,6,4,7,1421 
2016,6,4,8,1315 
2016,6,4,9,1004 
2016,6,4,10,572 
2016,6,4,11,122 
2016,6,4,12,-252 
2016,6,4,13,-462 
2016,6,4,14,-439 
2016,6,4,15,-177 
2016,6,4,16,261 
2016,6,4,17,785 
2016,6,4,18,1311 
2016,6,4,19,1744 
2016,6,4,20,1976 
2016,6,4,21,1954 
2016,6,4,22,1716 
2016,6,4,23,1354 
2016,6,5,0,963 
2016,6,5,1,636 
2016,6,5,2,454 
2016,6,5,3,461 
2016,6,5,4,626 
2016,6,5,5,876 
2016,6,5,6,1140 
2016,6,5,7,1343 
2016,6,5,8,1390 
2016,6,5,9,1215 
2016,6,5,10,852 
2016,6,5,11,407 
2016,6,5,12,-22 
2016,6,5,13,-348 
2016,6,5,14,-490 
2016,6,5,15,-394 
2016,6,5,16,-75 
2016,6,5,17,398 
2016,6,5,18,941 
2016,6,5,19,1465 
2016,6,5,20,1861 
2016,6,5,21,2027 
2016,6,5,22,1937 
2016,6,5,23,1658 
2016,6,6,0,1286 
2016,6,6,1,910 
2016,6,6,2,616 
2016,6,6,3,475 
2016,6,6,4,510 
2016,6,6,5,681 
2016,6,6,6,921 
2016,6,6,7,1164 
2016,6,6,8,1326 
2016,6,6,9,1309 
2016,6,6,10,1082 
2016,6,6,11,707 
2016,6,6,12,290 
2016,6,6,13,-87 
2016,6,6,14,-346 
2016,6,6,15,-417 
2016,6,6,16,-267 
2016,6,6,17,79 
2016,6,6,18,558 
2016,6,6,19,1088 
2016,6,6,20,1572 
2016,6,6,21,1898 
2016,6,6,22,1988 
2016,6,6,23,1849 
2016,6,7,0,1560 
2016,6,7,1,1208 
2016,6,7,2,870 
2016,6,7,3,622 
2016,6,7,4,516 
2016,6,7,5,562 
2016,6,7,6,724 
2016,6,7,7,944 
2016,6,7,8,1152 
2016,6,7,9,1258 
2016,6,7,10,1187 
2016,6,7,11,941 
2016,6,7,12,597 
2016,6,7,13,240 
2016,6,7,14,-64 
2016,6,7,15,-249 
2016,6,7,16,-262 
2016,6,7,17,-82 
2016,6,7,18,265 
2016,6,7,19,723 
2016,6,7,20,1208 
2016,6,7,21,1617 
2016,6,7,22,1856 
2016,6,7,23,1879 
2016,6,8,0,1719 
2016,6,8,1,1448 
2016,6,8,2,1137 
2016,6,8,3,850 
2016,6,8,4,645 
2016,6,8,5,562 
2016,6,8,6,604 
2016,6,8,7,748 
2016,6,8,8,938 
2016,6,8,9,1098 
2016,6,8,10,1149 
2016,6,8,11,1050 
2016,6,8,12,825 
2016,6,8,13,543 
2016,6,8,14,264 
2016,6,8,15,39 
2016,6,8,16,-81 
2016,6,8,17,-53 
2016,6,8,18,133 
2016,6,8,19,459 
2016,6,8,20,871 
2016,6,8,21,1281 
2016,6,8,22,1596 
2016,6,8,23,1752 
2016,6,9,0,1733 
2016,6,9,1,1578 
2016,6,9,2,1342 
2016,6,9,3,1080 
2016,6,9,4,842 
2016,6,9,5,670 
2016,6,9,6,594 
2016,6,9,7,627 
2016,6,9,8,747 
2016,6,9,9,898 
2016,6,9,10,1010 
2016,6,9,11,1026 
2016,6,9,12,933 
2016,6,9,13,760 
2016,6,9,14,555 
2016,6,9,15,355 
2016,6,9,16,200 
2016,6,9,17,130 
2016,6,9,18,176 
2016,6,9,19,350 
2016,6,9,20,638 
2016,6,9,21,982 
2016,6,9,22,1300 
2016,6,9,23,1523 
2016,6,10,0,1617 
2016,6,10,1,1582 
2016,6,10,2,1446 
2016,6,10,3,1250 
2016,6,10,4,1033 
2016,6,10,5,831 
2016,6,10,6,677 
2016,6,10,7,602 
2016,6,10,8,623 
2016,6,10,9,719 
2016,6,10,10,834 
2016,6,10,11,913 
2016,6,10,12,925 
2016,6,10,13,868 
2016,6,10,14,761 
2016,6,10,15,629 
2016,6,10,16,497 
2016,6,10,17,393 
2016,6,10,18,352 
2016,6,10,19,396 
2016,6,10,20,542 
2016,6,10,21,777 
2016,6,10,22,1043 
2016,6,10,23,1273 
2016,6,11,0,1425 
2016,6,11,1,1483 
2016,6,11,2,1447 
2016,6,11,3,1334 
2016,6,11,4,1170 
2016,6,11,5,984 
2016,6,11,6,802 
2016,6,11,7,656 
2016,6,11,8,579 
2016,6,11,9,590 
2016,6,11,10,667 
2016,6,11,11,762 
2016,6,11,12,839 
2016,6,11,13,877 
2016,6,11,14,871 
2016,6,11,15,827 
2016,6,11,16,754 
2016,6,11,17,667 
2016,6,11,18,591 
2016,6,11,19,554 
2016,6,11,20,581 
2016,6,11,21,688 
2016,6,11,22,864 
2016,6,11,23,1058 
2016,6,12,0,1221 
2016,6,12,1,1330 
2016,6,12,2,1372 
2016,6,12,3,1340 
2016,6,12,4,1241 
2016,6,12,5,1095 
2016,6,12,6,920 
2016,6,12,7,744 
2016,6,12,8,599 
2016,6,12,9,522 
2016,6,12,10,531 
2016,6,12,11,607 
2016,6,12,12,711 
2016,6,12,13,814 
2016,6,12,14,895 
2016,6,12,15,941 
2016,6,12,16,945 
2016,6,12,17,907 
2016,6,12,18,840 
2016,6,12,19,766 
2016,6,12,20,714 
2016,6,12,21,711 
2016,6,12,22,777 
2016,6,12,23,902 
2016,6,13,0,1045 
2016,6,13,1,1171 
2016,6,13,2,1260 
2016,6,13,3,1294 
2016,6,13,4,1260 
2016,6,13,5,1161 
2016,6,13,6,1011 
2016,6,13,7,831 
2016,6,13,8,650 
2016,6,13,9,506 
2016,6,13,10,436 
2016,6,13,11,461 
2016,6,13,12,563 
2016,6,13,13,705 
2016,6,13,14,852 
2016,6,13,15,978 
2016,6,13,16,1063 
2016,6,13,17,1094 
2016,6,13,18,1065 
2016,6,13,19,989 
2016,6,13,20,895 
2016,6,13,21,814 
2016,6,13,22,779 
2016,6,13,23,813 
2016,6,14,0,909 
2016,6,14,1,1031 
2016,6,14,2,1144 
2016,6,14,3,1223 
2016,6,14,4,1245 
2016,6,14,5,1197 
2016,6,14,6,1079 
2016,6,14,7,908 
2016,6,14,8,711 
2016,6,14,9,522 
2016,6,14,10,385 
2016,6,14,11,341 
2016,6,14,12,407 
2016,6,14,13,560 
2016,6,14,14,755 
2016,6,14,15,949 
2016,6,14,16,1112 
2016,6,14,17,1218 
2016,6,14,18,1249 
2016,6,14,19,1199 
2016,6,14,20,1091 
2016,6,14,21,963 
2016,6,14,22,851 
2016,6,14,23,793 
2016,6,15,0,817 
2016,6,15,1,912 
2016,6,15,2,1035 
2016,6,15,3,1145 
2016,6,15,4,1213 
2016,6,15,5,1214 
2016,6,15,6,1135 
2016,6,15,7,981 
2016,6,15,8,776 
2016,6,15,9,558 
2016,6,15,10,369 
2016,6,15,11,257 
2016,6,15,12,262 
2016,6,15,13,395 
2016,6,15,14,614 
2016,6,15,15,862 
2016,6,15,16,1095 
2016,6,15,17,1278 
2016,6,15,18,1381 
2016,6,15,19,1381 
2016,6,15,20,1285 
2016,6,15,21,1132 
2016,6,15,22,968 
2016,6,15,23,834 
2016,6,16,0,776 
2016,6,16,1,818 
2016,6,16,2,932 
2016,6,16,3,1064 
2016,6,16,4,1170 
2016,6,16,5,1219 
2016,6,16,6,1183 
2016,6,16,7,1054 
2016,6,16,8,851 
2016,6,16,9,610 
2016,6,16,10,380 
2016,6,16,11,210 
2016,6,16,12,148 
2016,6,16,13,230 
2016,6,16,14,442 
2016,6,16,15,726 
2016,6,16,16,1020 
2016,6,16,17,1277 
2016,6,16,18,1456 
2016,6,16,19,1522 
2016,6,16,20,1464 
2016,6,16,21,1309 
2016,6,16,22,1109 
2016,6,16,23,919 
2016,6,17,0,787 
2016,6,17,1,758 
2016,6,17,2,837 
2016,6,17,3,976 
2016,6,17,4,1114 
2016,6,17,5,1208 
2016,6,17,6,1223 
2016,6,17,7,1131 
2016,6,17,8,938 
2016,6,17,9,682 
2016,6,17,10,416 
2016,6,17,11,194 
2016,6,17,12,69 
2016,6,17,13,87 
2016,6,17,14,261 
2016,6,17,15,552 
2016,6,17,16,891 
2016,6,17,17,1215 
2016,6,17,18,1474 
2016,6,17,19,1618 
2016,6,17,20,1617 
2016,6,17,21,1484 
2016,6,17,22,1269 
2016,6,17,23,1034 
2016,6,18,0,840 
2016,6,18,1,739 
2016,6,18,2,761 
2016,6,18,3,883 
2016,6,18,4,1040 
2016,6,18,5,1176 
2016,6,18,6,1245 
2016,6,18,7,1206 
2016,6,18,8,1039 
2016,6,18,9,779 
2016,6,18,10,483 
2016,6,18,11,212 
2016,6,18,12,25 
2016,6,18,13,-25 
2016,6,18,14,92 
2016,6,18,15,358 
2016,6,18,16,716 
2016,6,18,17,1094 
2016,6,18,18,1430 
2016,6,18,19,1662 
2016,6,18,20,1736 
2016,6,18,21,1647 
2016,6,18,22,1439 
2016,6,18,23,1177 
2016,6,19,0,930 
2016,6,19,1,760 
2016,6,19,2,714 
2016,6,19,3,794 
2016,6,19,4,950 
2016,6,19,5,1116 
2016,6,19,6,1239 
2016,6,19,7,1266 
2016,6,19,8,1151 
2016,6,19,9,903 
2016,6,19,10,587 
2016,6,19,11,274 
2016,6,19,12,26 
2016,6,19,13,-99 
2016,6,19,14,-54 
2016,6,19,15,162 
2016,6,19,16,508 
2016,6,19,17,916 
2016,6,19,18,1317 
2016,6,19,19,1639 
2016,6,19,20,1808 
2016,6,19,21,1789 
2016,6,19,22,1611 
2016,6,19,23,1344 
2016,6,20,0,1058 
2016,6,20,1,824 
2016,6,20,2,704 
2016,6,20,3,722 
2016,6,20,4,851 
2016,6,20,5,1028 
2016,6,20,6,1193 
2016,6,20,7,1289 
2016,6,20,8,1253 
2016,6,20,9,1053 
2016,6,20,10,736 
2016,6,20,11,390 
2016,6,20,12,88 
2016,6,20,13,-114 
2016,6,20,14,-157 
2016,6,20,15,-15 
2016,6,20,16,288 
2016,6,20,17,692 
2016,6,20,18,1131 
2016,6,20,19,1532 
2016,6,20,20,1807 
2016,6,20,21,1887 
2016,6,20,22,1771 
2016,6,20,23,1522 
2016,6,21,0,1221 
2016,6,21,1,937 
2016,6,21,2,740 
2016,6,21,3,681 
2016,6,21,4,756 
2016,6,21,5,917 
2016,6,21,6,1103 
2016,6,21,7,1257 
2016,6,21,8,1311 
2016,6,21,9,1198 
2016,6,21,10,922 
2016,6,21,11,566 
2016,6,21,12,224 
2016,6,21,13,-44 
2016,6,21,14,-182 
2016,6,21,15,-140 
2016,6,21,16,86 
2016,6,21,17,450 
2016,6,21,18,889 
2016,6,21,19,1336 
2016,6,21,20,1706 
2016,6,21,21,1905 
2016,6,21,22,1888 
2016,6,21,23,1693 
2016,6,22,0,1404 
2016,6,22,1,1096 
2016,6,22,2,837 
2016,6,22,3,690 
2016,6,22,4,686 
2016,6,22,5,800 
2016,6,22,6,977 
2016,6,22,7,1163 
2016,6,22,8,1293 
2016,6,22,9,1290 
2016,6,22,10,1108 
2016,6,22,11,788 
2016,6,22,12,432 
2016,6,22,13,120 
2016,6,22,14,-98 
2016,6,22,15,-168 
2016,6,22,16,-53 
2016,6,22,17,230 
2016,6,22,18,627 
2016,6,22,19,1076 
2016,6,22,20,1502 
2016,6,22,21,1810 
2016,6,22,22,1920 
2016,6,22,23,1822 
2016,6,23,0,1581 
2016,6,23,1,1282 
2016,6,23,2,990 
2016,6,23,3,767 
2016,6,23,4,668 
2016,6,23,5,702 
2016,6,23,6,835 
2016,6,23,7,1017 
2016,6,23,8,1192 
2016,6,23,9,1287 
2016,6,23,10,1230 
2016,6,23,11,1007 
2016,6,23,12,686 
2016,6,23,13,363 
2016,6,23,14,98 
2016,6,23,15,-64 
2016,6,23,16,-74 
2016,6,23,17,91 
2016,6,23,18,400 
2016,6,23,19,800 
2016,6,23,20,1230 
2016,6,23,21,1604 
2016,6,23,22,1832 
2016,6,23,23,1862 
2016,6,24,0,1714 
2016,6,24,1,1460 
2016,6,24,2,1172 
2016,6,24,3,908 
2016,6,24,4,723 
2016,6,24,5,656 
2016,6,24,6,709 
2016,6,24,7,847 
2016,6,24,8,1025 
2016,6,24,9,1179 
2016,6,24,10,1238 
2016,6,24,11,1150 
2016,6,24,12,929 
2016,6,24,13,645 
2016,6,24,14,375 
2016,6,24,15,164 
2016,6,24,16,53 
2016,6,24,17,85 
2016,6,24,18,268 
2016,6,24,19,572 
2016,6,24,20,949 
2016,6,24,21,1330 
2016,6,24,22,1631 
2016,6,24,23,1781 
2016,6,25,0,1758 
2016,6,25,1,1592 
2016,6,25,2,1347 
2016,6,25,3,1082 
2016,6,25,4,847 
2016,6,25,5,687 
2016,6,25,6,635 
2016,6,25,7,690 
2016,6,25,8,825 
2016,6,25,9,992 
2016,6,25,10,1125 
2016,6,25,11,1166 
2016,6,25,12,1085 
2016,6,25,13,905 
2016,6,25,14,682 
2016,6,25,15,472 
2016,6,25,16,310 
2016,6,25,17,234 
2016,6,25,18,280 
2016,6,25,19,452 
2016,6,25,20,726 
2016,6,25,21,1054 
2016,6,25,22,1366 
2016,6,25,23,1592 
2016,6,26,0,1686 
2016,6,26,1,1639 
2016,6,26,2,1477 
2016,6,26,3,1250 
2016,6,26,4,1006 
2016,6,26,5,788 
2016,6,26,6,638 
2016,6,26,7,585 
2016,6,26,8,635 
2016,6,26,9,764 
2016,6,26,10,920 
2016,6,26,11,1048 
2016,6,26,12,1104 
2016,6,26,13,1067 
2016,6,26,14,952 
2016,6,26,15,796 
2016,6,26,16,640 
2016,6,26,17,512 
2016,6,26,18,448 
2016,6,26,19,480 
2016,6,26,20,617 
2016,6,26,21,840 
2016,6,26,22,1103 
2016,6,26,23,1345 
2016,6,27,0,1513 
2016,6,27,1,1579 
2016,6,27,2,1530 
2016,6,27,3,1379 
2016,6,27,4,1165 
2016,6,27,5,931 
2016,6,27,6,715 
2016,6,27,7,558 
2016,6,27,8,496 
2016,6,27,9,540 
2016,6,27,10,667 
2016,6,27,11,830 
2016,6,27,12,982 
2016,6,27,13,1085 
2016,6,27,14,1116 
2016,6,27,15,1072 
2016,6,27,16,976 
2016,6,27,17,856 
2016,6,27,18,738 
2016,6,27,19,659 
2016,6,27,20,653 
2016,6,27,21,738 
2016,6,27,22,900 
2016,6,27,23,1101 
2016,6,28,0,1291 
2016,6,28,1,1429 
2016,6,28,2,1488 
2016,6,28,3,1444 
2016,6,28,4,1299 
2016,6,28,5,1086 
2016,6,28,6,844 
2016,6,28,7,612 
2016,6,28,8,438 
2016,6,28,9,366 
2016,6,28,10,411 
2016,6,28,11,553 
2016,6,28,12,750 
2016,6,28,13,956 
2016,6,28,14,1129 
2016,6,28,15,1233 
2016,6,28,16,1252 
2016,6,28,17,1197 
2016,6,28,18,1087 
2016,6,28,19,950 
2016,6,28,20,831 
2016,6,28,21,772 
2016,6,28,22,799 
2016,6,28,23,908 
2016,6,29,0,1067 
2016,6,29,1,1232 
2016,6,29,2,1365 
2016,6,29,3,1428 
2016,6,29,4,1386 
2016,6,29,5,1235 
2016,6,29,6,1004 
2016,6,29,7,734 
2016,6,29,8,473 
2016,6,29,9,279 
2016,6,29,10,204 
2016,6,29,11,266 
2016,6,29,12,449 
2016,6,29,13,707 
2016,6,29,14,986 
2016,6,29,15,1234 
2016,6,29,16,1405 
2016,6,29,17,1470 
2016,6,29,18,1426 
2016,6,29,19,1294 
2016,6,29,20,1113 
2016,6,29,21,939 
2016,6,29,22,823 
2016,6,29,23,801 
2016,6,30,0,880 
2016,6,30,1,1027 
2016,6,30,2,1194 
2016,6,30,3,1336 
2016,6,30,4,1404 
2016,6,30,5,1355 
2016,6,30,6,1180 
2016,6,30,7,910 
2016,6,30,8,598 
2016,6,30,9,303 
2016,6,30,10,95 
2016,6,30,11,31 
2016,6,30,12,133 
2016,6,30,13,381 
2016,6,30,14,715 
2016,6,30,15,1071 
2016,6,30,16,1389 
2016,6,30,17,1610 
2016,6,30,18,1692 
2016,6,30,19,1626 
2016,6,30,20,1445 
2016,6,30,21,1205 
2016,6,30,22,972 
2016,6,30,23,808 
2016,7,1,0,763 
2016,7,1,1,840 
2016,7,1,2,1002 
2016,7,1,3,1186 
2016,7,1,4,1342 
2016,7,1,5,1412 
2016,7,1,6,1342 
2016,7,1,7,1125 
2016,7,1,8,803 
2016,7,1,9,444 
2016,7,1,10,121 
2016,7,1,11,-89 
2016,7,1,12,-123 
2016,7,1,13,41 
2016,7,1,14,365 
2016,7,1,15,775 
2016,7,1,16,1199 
2016,7,1,17,1571 
2016,7,1,18,1817 
2016,7,1,19,1881 
2016,7,1,20,1764 
2016,7,1,21,1519 
2016,7,1,22,1217 
2016,7,1,23,936 
2016,7,2,0,748 
2016,7,2,1,709 
2016,7,2,2,814 
2016,7,2,3,1002 
2016,7,2,4,1206 
2016,7,2,5,1373 
2016,7,2,6,1435 
2016,7,2,7,1328 
2016,7,2,8,1055 
2016,7,2,9,679 
2016,7,2,10,283 
2016,7,2,11,-53 
2016,7,2,12,-245 
2016,7,2,13,-227 
2016,7,2,14,10 
2016,7,2,15,407 
2016,7,2,16,878 
2016,7,2,17,1354 
2016,7,2,18,1757 
2016,7,2,19,1993 
2016,7,2,20,2006 
2016,7,2,21,1821 
2016,7,2,22,1513 
2016,7,2,23,1164 
2016,7,3,0,856 
2016,7,3,1,675 
2016,7,3,2,668 
2016,7,3,3,808 
2016,7,3,4,1021 
2016,7,3,5,1243 
2016,7,3,6,1417 
2016,7,3,7,1455 
2016,7,3,8,1296 
2016,7,3,9,966 
2016,7,3,10,550 
2016,7,3,11,138 
2016,7,3,12,-188 
2016,7,3,13,-338 
2016,7,3,14,-255 
2016,7,3,15,49 
2016,7,3,16,499 
2016,7,3,17,1014 
2016,7,3,18,1519 
2016,7,3,19,1917 
2016,7,3,20,2105 
2016,7,3,21,2046 
2016,7,3,22,1795 
2016,7,3,23,1440 
2016,7,4,0,1065 
2016,7,4,1,763 
2016,7,4,2,616 
2016,7,4,3,650 
2016,7,4,4,819 
2016,7,4,5,1050 
2016,7,4,6,1286 
2016,7,4,7,1450 
2016,7,4,8,1446 
2016,7,4,9,1231 
2016,7,4,10,862 
2016,7,4,11,434 
2016,7,4,12,33 
2016,7,4,13,-256 
2016,7,4,14,-346 
2016,7,4,15,-198 
2016,7,4,16,154 
2016,7,4,17,636 
2016,7,4,18,1170 
2016,7,4,19,1670 
2016,7,4,20,2022 
2016,7,4,21,2131 
2016,7,4,22,1998 
2016,7,4,23,1698 
2016,7,5,0,1322 
2016,7,5,1,953 
2016,7,5,2,685 
2016,7,5,3,584 
2016,7,5,4,654 
2016,7,5,5,840 
