Date Time, Water Level, Sigma, I, L 
2016-01-26 11:00,2.745,0.351,0,0
2016-01-26 12:00,3.854,0.417,0,0
2016-01-26 13:00,4.540,0.443,0,0
2016-01-26 14:00,4.776,0.436,0,0
2016-01-26 15:00,4.176,0.469,0,0
2016-01-26 16:00,3.159,0.420,0,0
2016-01-26 17:00,2.053,0.404,0,0
2016-01-26 18:00,0.951,0.377,0,0
2016-01-26 19:00,0.285,0.423,0,0
2016-01-26 20:00,-0.115,0.446,0,0
2016-01-26 21:00,0.052,0.381,0,0
2016-01-26 22:00,0.724,0.430,0,0
2016-01-26 23:00,1.623,0.413,0,0
2016-01-27 00:00,2.535,0.443,0,0
2016-01-27 01:00,3.142,0.430,0,0
2016-01-27 02:00,3.654,0.466,0,0
2016-01-27 03:00,3.418,0.423,0,0
2016-01-27 04:00,3.047,0.404,0,0
2016-01-27 05:00,2.089,0.338,0,0
2016-01-27 06:00,1.128,0.318,0,0
2016-01-27 07:00,0.423,0.299,0,0
2016-01-27 08:00,0.039,0.315,0,0
2016-01-27 09:00,0.245,0.344,0,0
2016-01-27 10:00,0.833,0.341,0,0
2016-01-27 11:00,1.965,0.312,0,0
2016-01-27 12:00,2.998,0.367,0,0
2016-01-27 13:00,3.700,0.344,0,0
2016-01-27 14:00,4.146,0.351,0,0
2016-01-27 15:00,4.110,0.394,0,0
2016-01-27 16:00,3.454,0.325,0,0
2016-01-27 17:00,2.706,0.322,0,0
2016-01-27 18:00,1.594,0.338,0,0
2016-01-27 19:00,0.613,0.243,0,0
2016-01-27 20:00,0.295,0.197,0,0
2016-01-27 21:00,-0.198,0.262,0,0
2016-01-27 22:00,0.186,0.217,0,0
2016-01-27 23:00,1.187,0.276,0,0
2016-01-28 00:00,2.257,0.236,0,0
2016-01-28 01:00,2.991,0.276,0,0
2016-01-28 02:00,3.530,0.240,0,0
2016-01-28 03:00,3.936,0.295,0,0
2016-01-28 04:00,3.425,0.266,0,0
2016-01-28 05:00,2.745,0.220,0,0
2016-01-28 06:00,1.735,0.217,0,0
2016-01-28 07:00,0.688,0.174,0,0
2016-01-28 08:00,0.462,0.292,0,0
2016-01-28 09:00,0.350,0.210,0,0
2016-01-28 10:00,0.652,0.292,0,0
2016-01-28 11:00,1.758,0.226,0,0
2016-01-28 12:00,2.670,0.249,0,0
2016-01-28 13:00,3.684,0.292,0,0
2016-01-28 14:00,4.451,0.344,0,0
2016-01-28 15:00,4.619,0.348,0,0
2016-01-28 16:00,4.363,0.259,0,0
2016-01-28 17:00,3.589,0.207,0,0
2016-01-28 18:00,2.765,0.299,0,0
2016-01-28 19:00,1.827,0.246,0,0
2016-01-28 20:00,1.092,0.230,0,0
2016-01-28 21:00,0.826,0.256,0,0
2016-01-28 22:00,1.098,0.249,0,0
2016-01-28 23:00,1.656,0.262,0,0
2016-01-29 00:00,2.532,0.276,0,0
2016-01-29 01:00,3.349,0.289,0,0
2016-01-29 02:00,4.051,0.240,0,0
2016-01-29 03:00,4.661,0.331,0,0
2016-01-29 04:00,4.655,0.289,0,0
2016-01-29 05:00,4.241,0.223,0,0
2016-01-29 06:00,3.605,0.240,0,0
2016-01-29 07:00,2.637,0.190,0,0
2016-01-29 08:00,2.010,0.243,0,0
2016-01-29 09:00,1.604,0.253,0,0
2016-01-29 10:00,1.446,0.203,0,0
2016-01-29 11:00,1.899,0.210,0,0
2016-01-29 12:00,2.696,0.194,0,0
2016-01-29 13:00,3.667,0.253,0,0
2016-01-29 14:00,4.264,0.210,0,0
2016-01-29 15:00,4.632,0.233,0,0
2016-01-29 16:00,4.425,0.180,0,0
2016-01-29 17:00,4.038,0.177,0,0
2016-01-29 18:00,3.333,0.151,0,0
2016-01-29 19:00,2.217,0.187,0,0
2016-01-29 20:00,1.377,0.131,0,0
2016-01-29 21:00,0.852,0.115,0,0
2016-01-29 22:00,0.610,0.102,0,0
2016-01-29 23:00,0.498,0.125,0,0
2016-01-30 00:00,1.476,0.131,0,0
2016-01-30 01:00,1.696,0.121,0,0
2016-01-30 02:00,2.594,0.105,0,0
2016-01-30 03:00,3.064,0.125,0,0
2016-01-30 04:00,3.717,0.128,0,0
2016-01-30 05:00,3.700,0.105,0,0
2016-01-30 06:00,3.110,0.135,0,0
2016-01-30 07:00,2.683,0.128,0,0
2016-01-30 08:00,1.781,0.108,0,0
2016-01-30 09:00,1.335,0.125,0,0
2016-01-30 10:00,0.734,0.125,0,0
2016-01-30 11:00,0.783,0.128,0,0
2016-01-30 12:00,1.443,0.131,0,0
2016-01-30 13:00,2.365,0.144,0,0
2016-01-30 14:00,2.955,0.148,0,0
2016-01-30 15:00,3.484,0.151,0,0
2016-01-30 16:00,3.703,0.164,0,0
2016-01-30 17:00,3.815,0.223,0,0
2016-01-30 18:00,3.251,0.164,0,0
2016-01-30 19:00,2.309,0.187,0,0
2016-01-30 20:00,1.653,0.190,0,0
2016-01-30 21:00,1.335,0.269,0,0
2016-01-30 22:00,0.734,0.207,0,0
2016-01-30 23:00,0.783,0.226,0,0
2016-01-31 00:00,0.948,0.243,0,0
2016-01-31 01:00,1.522,0.344,0,0
2016-01-31 02:00,2.230,0.423,0,0
2016-01-31 03:00,2.982,0.335,0,0
2016-01-31 04:00,3.402,0.354,0,0
2016-01-31 05:00,3.487,0.358,0,0
2016-01-31 06:00,3.671,0.387,0,0
2016-01-31 07:00,2.893,0.430,0,0
2016-01-31 08:00,2.175,0.420,0,0
2016-01-31 09:00,1.794,0.394,0,0
2016-01-31 10:00,1.217,0.420,0,0
2016-01-31 11:00,0.793,0.374,0,0
2016-01-31 12:00,0.862,0.361,0,0
2016-01-31 13:00,1.328,0.322,0,0
2016-01-31 14:00,2.060,0.325,0,0
2016-01-31 15:00,2.555,0.351,0,0
2016-01-31 16:00,2.896,0.338,0,0
2016-01-31 17:00,3.228,0.285,0,0
2016-01-31 18:00,3.133,0.335,0,0
2016-01-31 19:00,2.532,0.289,0,0
2016-01-31 20:00,2.007,0.299,0,0
2016-01-31 21:00,1.561,0.302,0,0
2016-01-31 22:00,1.174,0.344,0,0
2016-01-31 23:00,0.888,0.348,0,0
